   7.3723737e-16	   0.0000000e+00	   1.2040000e+01	
   2.9503333e+00	   0.0000000e+00	   1.1672923e+01	
  -2.9494634e+00	  -4.1127377e-02	   1.1673070e+01	
   5.0981877e+00	   1.2404331e+00	   1.0836577e+01	
   3.0892655e+00	   2.8255588e+00	   1.1288678e+01	
   9.3347587e-02	   3.0216118e+00	   1.1654302e+01	
  -2.8865298e+00	   2.8508500e+00	   1.1335881e+01	
  -5.0567608e+00	   1.3077864e+00	   1.0848063e+01	
  -5.0250798e+00	  -1.4044784e+00	   1.0850696e+01	
  -2.8966898e+00	  -2.9914975e+00	   1.1296979e+01	
   1.2421247e-01	  -3.0034204e+00	   1.1658715e+01	
   3.0879751e+00	  -2.7722980e+00	   1.1302229e+01	
   5.0780762e+00	  -1.2675127e+00	   1.0842885e+01	
   7.5315475e+00	   1.2987295e-01	   9.3925782e+00	
   6.8944243e+00	   2.2955914e+00	   9.5999362e+00	
   5.3660631e+00	   4.3637485e+00	   9.8551847e+00	
   3.0283633e+00	   5.2499841e+00	   1.0403282e+01	
   2.0594914e-01	   5.6822228e+00	   1.0612800e+01	
  -2.7148039e+00	   5.4842448e+00	   1.0368920e+01	
  -5.2293585e+00	   4.6403901e+00	   9.8021523e+00	
  -7.0499707e+00	   2.5046568e+00	   9.4332501e+00	
  -7.7762595e+00	   6.2224627e-03	   9.1919176e+00	
  -7.0526597e+00	  -2.6876383e+00	   9.3807352e+00	
  -5.1878532e+00	  -4.8515851e+00	   9.7216203e+00	
  -2.6876749e+00	  -5.6259551e+00	   1.0299837e+01	
   2.7260340e-01	  -5.6378712e+00	   1.0634928e+01	
   3.1027516e+00	  -5.2150302e+00	   1.0398942e+01	
   5.3782485e+00	  -4.4356374e+00	   9.8163722e+00	
   6.9197227e+00	  -2.2918339e+00	   9.5826163e+00	
   9.2702319e+00	   8.5548329e-02	   7.6822576e+00	
   8.9373614e+00	   2.4561318e+00	   7.6845681e+00	
   7.7583169e+00	   4.9033238e+00	   7.7927873e+00	
   5.8690869e+00	   6.5339737e+00	   8.2354481e+00	
   3.1646127e+00	   7.6549669e+00	   8.7377519e+00	
   3.8840823e-01	   8.0510470e+00	   8.9437901e+00	
  -2.6162640e+00	   8.0158366e+00	   8.5943660e+00	
  -5.4523035e+00	   7.1326133e+00	   8.0224569e+00	
  -7.7363264e+00	   5.3614146e+00	   7.5077352e+00	
  -9.2470270e+00	   2.7253446e+00	   7.2129458e+00	
  -9.7102763e+00	  -5.8771971e-02	   7.1181935e+00	
  -9.2814439e+00	  -2.8879874e+00	   7.1046413e+00	
  -7.7497561e+00	  -5.4582752e+00	   7.4236185e+00	
  -5.5734110e+00	  -7.1171040e+00	   7.9527052e+00	
  -2.6032949e+00	  -8.1716628e+00	   8.4503481e+00	
   4.8811513e-01	  -8.1131306e+00	   8.8825929e+00	
   3.3487788e+00	  -7.6936704e+00	   8.6345073e+00	
   6.0345269e+00	  -6.4458989e+00	   8.1851373e+00	
   7.7765249e+00	  -4.8385978e+00	   7.8150644e+00	
   9.0399147e+00	  -2.3784208e+00	   7.5884554e+00	
   1.0601899e+01	   1.0867670e-01	   5.7052197e+00	
   1.0110811e+01	   2.8972566e+00	   5.8599492e+00	
   8.7436752e+00	   5.7125738e+00	   5.9896783e+00	
   6.7133447e+00	   7.8738602e+00	   6.1558857e+00	
   3.4830326e+00	   9.4660519e+00	   6.5744920e+00	
   4.9864528e-01	   1.0051580e+01	   6.6089859e+00	
  -2.5084151e+00	   9.9937318e+00	   6.2285454e+00	
  -5.6866781e+00	   8.9431938e+00	   5.7133683e+00	
  -8.2015873e+00	   7.0536638e+00	   5.2859619e+00	
  -1.0023227e+01	   4.4649809e+00	   4.9558525e+00	
  -1.0923304e+01	   1.4701477e+00	   4.8457922e+00	
  -1.0894750e+01	  -1.6124577e+00	   4.8647716e+00	
  -1.0008213e+01	  -4.4982142e+00	   4.9561409e+00	
  -8.2164714e+00	  -7.0868535e+00	   5.2180173e+00	
  -5.6866137e+00	  -8.9773597e+00	   5.6595969e+00	
  -2.4463815e+00	  -1.0036456e+01	   6.1843645e+00	
   6.4554068e-01	  -1.0116542e+01	   6.4961885e+00	
   3.6257332e+00	  -9.5066647e+00	   6.4373119e+00	
   6.8755296e+00	  -7.8089693e+00	   6.0587698e+00	
   8.8592004e+00	  -5.6393440e+00	   5.8884605e+00	
   1.0189472e+01	  -2.8220671e+00	   5.7595318e+00	
   1.1479605e+01	   1.4963071e-01	   3.6273792e+00	
   1.1179351e+01	   2.6464915e+00	   3.6027473e+00	
   1.0257390e+01	   5.1217459e+00	   3.6763115e+00	
   8.7546722e+00	   7.3825271e+00	   3.7169354e+00	
   6.7303356e+00	   9.2323088e+00	   3.7985071e+00	
   3.8833732e+00	   1.0693482e+01	   3.9408705e+00	
   7.2384149e-01	   1.1368322e+01	   3.8985767e+00	
  -2.3728864e+00	   1.1251320e+01	   3.5691471e+00	
  -5.5206642e+00	   1.0227868e+01	   3.1423841e+00	
  -8.2460592e+00	   8.3290847e+00	   2.7550783e+00	
  -1.0212888e+01	   5.8801508e+00	   2.4662405e+00	
  -1.1412733e+01	   3.0790180e+00	   2.2870899e+00	
  -1.1811677e+01	  -3.9323227e-02	   2.3333089e+00	
  -1.1390638e+01	  -3.0898617e+00	   2.3806969e+00	
  -1.0171953e+01	  -5.9902838e+00	   2.3684339e+00	
  -8.2148146e+00	  -8.4160119e+00	   2.5785977e+00	
  -5.5385566e+00	  -1.0274890e+01	   2.9517142e+00	
  -2.3103989e+00	  -1.1319123e+01	   3.3913282e+00	
   9.7855499e-01	  -1.1397706e+01	   3.7545082e+00	
   4.0553733e+00	  -1.0679558e+01	   3.8029721e+00	
   6.8884837e+00	  -9.1762461e+00	   3.6478625e+00	
   8.9020858e+00	  -7.2406320e+00	   3.6452320e+00	
   1.0350711e+01	  -5.0080869e+00	   3.5697972e+00	
   1.1253567e+01	  -2.3482019e+00	   3.5783764e+00	
   7.8985309e+00	   9.0430474e+00	   8.9336640e-01	
   5.7208269e+00	   1.0571004e+01	   6.9829914e-01	
   2.5415735e+00	   1.1754905e+01	   5.6939066e-01	
  -6.3370428e-01	   1.2016340e+01	   4.0939021e-01	
  -3.5196097e+00	   1.1513309e+01	   1.3293586e-01	
  -6.9583692e+00	   9.8242738e+00	  -1.6230063e-01	
  -9.3900654e+00	   7.5248297e+00	  -4.0646024e-01	
  -1.1085582e+01	   4.6746198e+00	  -4.6840487e-01	
  -1.1918923e+01	   1.5854549e+00	  -6.2225703e-01	
  -1.1908968e+01	  -1.6618514e+00	  -6.1346196e-01	
  -1.1038884e+01	  -4.7826397e+00	  -4.8061138e-01	
  -9.3033837e+00	  -7.6361355e+00	  -3.1318588e-01	
  -6.9025985e+00	  -9.8595247e+00	  -3.2481797e-01	
  -3.4130764e+00	  -1.1545310e+01	  -1.3535073e-01	
  -5.3380733e-01	  -1.2027716e+01	   1.0344222e-01	
   2.6526802e+00	  -1.1739206e+01	   3.4048139e-01	
   5.8803127e+00	  -1.0490319e+01	   5.8028671e-01	
   8.0668949e+00	  -8.9049097e+00	   7.6771779e-01	
   7.1872377e+00	   9.5354469e+00	  -1.5428757e+00	
   5.2237400e+00	   1.0603843e+01	  -2.2874980e+00	
   2.5319330e+00	   1.1486560e+01	  -2.5709634e+00	
  -2.8518529e-01	   1.1712696e+01	  -2.7736307e+00	
  -3.2384404e+00	   1.1242069e+01	  -2.8442925e+00	
  -6.5807404e+00	   9.5851141e+00	  -3.1274661e+00	
  -8.8870307e+00	   7.4766194e+00	  -3.1752870e+00	
  -1.0693529e+01	   4.5279856e+00	  -3.1792096e+00	
  -1.1469662e+01	   1.5514523e+00	  -3.3168444e+00	
  -1.1483363e+01	  -1.4646011e+00	  -3.3089135e+00	
  -1.0639347e+01	  -4.5986190e+00	  -3.2586202e+00	
  -8.8570785e+00	  -7.4803690e+00	  -3.2492831e+00	
  -6.4452714e+00	  -9.6310163e+00	  -3.2655173e+00	
  -3.0121577e+00	  -1.1259254e+01	  -3.0195555e+00	
  -2.1956132e-01	  -1.1652794e+01	  -3.0208912e+00	
   2.6245474e+00	  -1.1415813e+01	  -2.7843445e+00	
   5.3634604e+00	  -1.0481165e+01	  -2.5179482e+00	
   7.3557307e+00	  -9.3630919e+00	  -1.7853112e+00	
   5.7937240e+00	   9.5321856e+00	  -4.5312029e+00	
   3.4280754e+00	   1.0337194e+01	  -5.1334502e+00	
   9.2431871e-01	   1.0734510e+01	  -5.3737825e+00	
  -1.5192459e+00	   1.0568457e+01	  -5.5642803e+00	
  -3.7447993e+00	   1.0136817e+01	  -5.3087679e+00	
  -5.7607031e+00	   8.8265723e+00	  -5.8195808e+00	
  -7.9807435e+00	   6.8745375e+00	  -5.8318152e+00	
  -9.5830677e+00	   4.2782962e+00	  -5.9010673e+00	
  -1.0425309e+01	   1.5039173e+00	  -5.8320463e+00	
  -1.0390579e+01	  -1.2726563e+00	  -5.9479259e+00	
  -9.6231143e+00	  -4.2419394e+00	  -5.8620151e+00	
  -8.0261386e+00	  -6.8548580e+00	  -5.7925489e+00	
  -5.7379617e+00	  -8.8763283e+00	  -5.7661245e+00	
  -3.5584614e+00	  -1.0215089e+01	  -5.2868622e+00	
  -1.4364582e+00	  -1.0587339e+01	  -5.5503559e+00	
   1.0171777e+00	  -1.0692264e+01	  -5.4408121e+00	
   3.5826298e+00	  -1.0242924e+01	  -5.2162117e+00	
   5.9027084e+00	  -9.4232209e+00	  -4.6176337e+00	
